10000;9;10;
0.016470589;0.24636166;0.21503268;0.09934641;0.0;0.06535948;0.17145969;0.01728395;0.0;7;
0.0;0.053202614;0.28087145;0.22701526;0.0;0.2785282;0.18718955;0.32694262;0.026385862;2;
0.0;0.13202615;0.14427015;0.0;0.0;0.0;0.10779957;0.089954;0.0;1;
0.002;0.31651416;0.42840958;0.07211329;0.032534495;0.12505446;0.3185621;0.39244735;0.028274026;0;
0.023843138;0.33041394;0.06784314;0.07206972;0.012200436;0.13986929;0.052200437;0.20319535;0.0;4;
0.0;0.19729848;0.18;0.0;0.0;0.0051803435;0.15498911;0.12946019;0.0;1;
0.060784314;0.28976035;0.12980393;0.121176474;0.0580489;0.09702251;0.024052288;0.21849431;0.0;4;
0.0;0.3008279;0.014858387;0.038562093;0.0015008473;0.14993948;0.1432244;0.35908982;0.02909707;9;
0.11058824;0.20570806;0.26013073;0.031764705;0.064342774;0.13614137;0.32840958;0.30607602;0.0;5;
0.024235293;0.52701527;0.34200436;0.0020043573;0.01738078;0.0064391186;0.2;0.33192933;0.0;9;
0.047215685;0.17446624;0.2511547;0.16069716;0.07121763;0.21152264;0.21542484;0.21462116;0.034858387;0;
0.0;0.34479302;0.244183;0.16893247;0.06594045;0.113773905;0.011023965;0.38818687;0.022561124;6;
0.02427451;0.36056644;0.122527234;0.0;0.0;0.11391915;0.19089325;0.25814572;0.0;9;
0.009882353;0.22435729;0.15006536;0.056122005;0.049673203;0.23035584;0.32326797;0.3262164;0.01355604;0;
0.0;0.1833987;0.21119826;0.025010893;0.0;0.00929557;0.17228758;0.16054223;0.0;1;
0.0;0.12287582;0.14187364;0.16884531;0.0540305;0.20755266;0.10496732;0.2110869;0.0;5;
0.004901961;0.37041393;0.090980396;0.06762527;0.022900024;0.15550715;0.14183007;0.2080368;0.0;9;
0.0015294118;0.30366012;0.23311546;0.16775599;0.0;0.10607601;0.17703703;0.035729848;0.0;7;
0.0;0.29638344;0.17864923;0.25938997;0.14442024;0.3430162;0.113028325;0.36368918;0.0;3;
0.0031764705;0.28104576;0.061350763;0.013507625;0.0;0.08375696;0.093464054;0.23476157;0.0;4;
0.031960785;0.38348585;0.26540306;0.0;0.0;0.005519245;0.23481481;0.38876784;0.0;9;
0.0;0.2379085;0.18318082;0.12906317;0.0056160735;0.115081094;0.092331156;0.30297747;0.0;6;
0.0;0.3769063;0.23206972;0.14579521;0.04667151;0.07557492;0.009978213;0.25412732;0.0;6;
0.05780392;0.15516339;0.27237472;0.006013072;0.0;0.03631082;0.2342048;0.18610506;0.0;5;
0.0;0.22222222;0.035424836;0.062875815;0.0018881627;0.076591626;0.042832244;0.18416849;0.0;4;
0.07180392;0.41411763;0.54732025;0.09407407;0.18353909;0.14219317;0.39076254;0.55618495;0.06700557;0;
0.0;0.19642702;0.031459697;0.012941176;0.09387557;0.1654321;0.14605665;0.052965384;0.0;7;
0.024352942;0.3617429;0.057603486;0.038039215;0.0;0.12505446;0.13302833;0.31154683;0.0;4;
