1000;25;10;
0.0;0.21492375;0.35633987;0.056732025;0.0;0.0;0.0;0.038300652;0.34535947;0.4611111;0.0;0.19477125;0.0;0.0;0.007581699;0.0;0.27294117;0.0;0.0;0.0;0.0;0.3261438;0.0;0.0;0.0;7;
0.0;0.0;0.050849672;0.45228758;0.12788671;0.0;0.0;0.0;0.16941176;0.2929194;0.3298039;0.17437908;0.0;0.27796078;0.22104575;0.33228758;0.055032678;0.0;0.123294115;0.06013072;0.013289761;0.45882353;0.51816994;0.18156862;0.0;2;
0.0;0.0;0.2648366;0.30653596;0.016448801;0.0;0.0;0.0;0.050457515;0.15610021;0.0;0.0;0.0;0.0;0.0;0.049542483;0.0;0.0;0.0;0.0;0.04825708;0.29389977;0.10614379;0.0;0.0;1;
0.0;0.14074074;0.22797386;0.3627451;0.16045752;0.0;0.0;0.33960783;0.8628758;0.39237472;0.0014379085;0.0;0.0;0.023058824;0.009803922;0.2006536;0.72287583;0.13552941;0.0;0.0;0.0;0.54237473;0.36732027;0.26431373;0.0;0;
0.0;0.1764706;0.32104576;0.33973855;0.0;0.0;0.0;0.06888889;0.4377778;0.055991285;0.035816994;0.015816994;0.0;0.0;0.2054902;0.0;0.3433987;0.2042353;0.0;0.0;0.010784314;0.08017429;0.18104576;0.098954245;0.0;4;
0.0;0.019607844;0.37895426;0.41124183;0.01906318;0.0;0.0;0.0;0.050326798;0.2157952;0.0;0.0;0.0;0.0;0.0;0.010065359;0.0024836601;0.0;0.0;0.0;0.03932462;0.503268;0.15084967;0.0;0.0;1;
0.0;0.29259259;0.57267976;0.11895425;0.0;0.0;0.0;0.002745098;0.2475817;0.25087145;0.045490198;0.2124183;0.0;0.0;0.12915033;0.0041830065;0.26169935;0.22086275;0.0;0.0;0.010021786;0.051089324;0.40117648;0.0;0.0;4;
0.0;0.0026143792;0.5806536;0.15372549;0.0;0.0;0.0;0.019869281;0.28261438;0.0;0.0;0.0;0.0;0.10384314;0.14026144;0.0;0.5728105;0.08062745;0.0;0.16366012;0.0;0.33572984;0.46718955;0.008888889;0.0;9;
0.014379085;0.29281047;0.05267974;0.6613072;9.803922E-4;0.0;0.0;0.0;0.6495425;0.2809368;0.0;0.0064052287;0.0;0.023215687;0.043921567;0.032026146;0.45542485;0.40047058;0.0;0.0;0.19694988;0.42527235;0.36732027;0.13908496;0.0;5;
0.0;0.30294117;0.7648366;0.36888888;0.06318083;0.0;0.0022875818;0.2724183;0.29712418;0.46655774;0.0;0.0;0.0;0.0;0.0;0.0;0.39019608;0.24313726;0.0;0.0;0.0;0.44520697;0.4220915;0.0;0.0;9;
0.0;0.26721132;0.0551634;0.08444444;0.22461873;0.0;0.0;0.3049673;0.3546405;0.46056646;0.06522876;0.09660131;0.0;0.13631372;0.11215686;0.23908497;0.5053595;0.19278431;0.0;0.0;0.095751636;0.2093682;0.16052288;0.23816994;0.0;0;
0.0;0.17440087;0.4372549;0.40653595;0.09411765;0.0;0.0;0.2475817;0.46013072;0.24553376;0.24261437;0.07490196;0.0;0.06070588;0.0024836601;0.02366013;0.32705882;0.17380393;0.0;0.0;0.0;0.10566449;0.52522874;0.2145098;0.0;6;
0.0;0.20424837;0.5588235;0.23150326;0.0;0.0;0.0;0.023006536;0.34156862;0.27331156;0.0;0.0;0.0;0.0;0.10980392;0.0;0.3317647;0.09647059;0.0;0.0;0.0;0.35599127;0.42196077;0.008366013;0.0;9;
0.0;0.18976034;0.15071896;0.20052287;0.08910675;0.0;0.0;0.27320263;0.2806536;0.22374728;0.0;0.0;0.0;0.12909804;0.28431374;0.09529412;0.74784315;0.14666666;0.0;0.0;0.035947714;0.40827885;0.35281047;0.21647058;0.0;0;
0.0;0.0;0.3501961;0.291634;0.0;0.0;0.0;0.0;0.25019607;0.2640523;0.0;0.0;0.0;0.0;0.0;0.17503268;0.2;0.0;0.0;0.0;0.0;0.37527233;0.2;0.0;0.0;1;
0.0;0.0;0.23058824;0.026797386;0.16688453;0.0;0.0;0.1406536;0.06784314;0.2714597;0.09163399;0.15633987;0.0;0.3069804;0.25281045;0.29633987;0.34104574;0.12580392;0.0;0.0;0.05185185;0.15544662;0.1524183;0.0;0.0;5;
0.0;0.1550109;0.4277124;0.32235295;0.0;0.0;0.0;0.061960783;0.39660132;0.19542484;0.0;0.005751634;0.0;0.0;0.19124183;0.0;0.600915;0.20047058;0.0;0.0;0.0;0.14956427;0.22915033;0.06954248;0.0;9;
0.0;0.18355119;0.27764705;0.0074509806;0.0;0.0;0.008061002;0.20444444;0.55215687;0.5272331;0.0;0.35490197;0.0;0.0;0.0071895425;0.0;0.34444445;0.0;0.0;0.0;0.0;0.35152507;0.0;0.0;0.0;7;
0.0;0.0093681915;0.5715033;0.32575163;0.025381263;0.021132898;0.014488017;0.2593464;0.15699346;0.27995643;0.19764706;0.5040523;0.0;0.52062744;0.38313726;0.002352941;0.3579085;0.13584314;0.022745099;0.04875817;0.0;0.33616558;0.5278431;0.11529412;0.0;3;
0.0;0.08888889;0.5062745;0.035947714;0.0;0.0;0.0;0.044575162;0.33712417;0.11405229;0.0;0.0;0.0;0.0;0.09647059;0.0;0.20339869;0.06760784;0.0;0.0;0.028213508;0.18594772;0.43385622;0.0041830065;0.0;4;
0.0;0.31230935;0.68313724;0.2695425;0.015468409;0.0;0.0;0.0067973854;0.21973856;0.41296297;0.0;0.0;0.0;0.0;0.0;0.0;0.22562091;0.093647055;0.0;0.0;0.0;0.73246187;0.5715033;0.0;0.0;9;
